packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
13.0,12.0,1592.0,7224.0,1.0,2.0,1.0,4.0,4.0,6.0,908.0,6592.0,23.0,24.0,204.0,1408.0,547.0,2816.0,194.0,938.0,70.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,65.0,59.0,417.0,96.0,1360.0,2715.0,544.0,842.0,76.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
40.0,20.0,2740.0,1660.0,20.0,20.0,0.0,0.0,20.0,20.0,660.0,620.0,44338.0,91000.0,33.0,31.0,33.0,31.0,0.0,0.0,45337.0,12.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,12.0,1964.0,6456.0,2.0,1.0,3.0,4.0,6.0,5.0,1332.0,5964.0,65.0,81.0,416.0,1360.0,540.0,3151.0,199.0,1076.0,72.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,19.0,5842.0,5536.0,2.0,5.0,4.0,3.0,9.0,10.0,4930.0,4764.0,60.0,61.0,417.0,96.0,1360.0,2715.0,584.0,842.0,66.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
105.0,155.0,14991.0,16907.0,64.0,66.0,14.0,4.0,81.0,78.0,10759.0,10695.0,17072.0,11529.0,214.0,1360.0,1360.0,4662.0,647.0,1490.0,17030.0,11485.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,76.0,70.0,417.0,96.0,1164.0,2715.0,398.0,842.0,79.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,4.0,4.0,6.0,1008.0,6619.0,24.0,24.0,204.0,2816.0,647.0,2816.0,236.0,938.0,76.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,12944.0,5616.0,2.0,5.0,9.0,4.0,14.0,11.0,11832.0,4764.0,47.0,53.0,417.0,96.0,1360.0,1360.0,585.0,588.0,71.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13596.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12484.0,4764.0,53.0,57.0,417.0,96.0,1360.0,2715.0,583.0,842.0,70.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,24.0,13304.0,5781.0,2.0,6.0,10.0,4.0,14.0,12.0,12100.0,4809.0,44.0,45.0,417.0,96.0,1360.0,1360.0,584.0,597.0,63.0,66.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13468.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12356.0,4764.0,49.0,53.0,417.0,96.0,1360.0,1360.0,583.0,588.0,70.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1728.0,7289.0,1.0,2.0,1.0,4.0,4.0,6.0,1044.0,6605.0,22.0,22.0,204.0,1408.0,683.0,2816.0,251.0,938.0,70.0,69.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1672.0,7318.0,1.0,2.0,1.0,4.0,4.0,6.0,988.0,6634.0,23.0,22.0,207.0,1408.0,624.0,2816.0,226.0,938.0,71.0,70.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13671.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12559.0,4764.0,50.0,59.0,417.0,96.0,1360.0,2715.0,583.0,842.0,69.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,18.0,4392.0,5496.0,3.0,5.0,3.0,4.0,8.0,11.0,3520.0,4764.0,67.0,68.0,417.0,96.0,1360.0,1360.0,544.0,588.0,78.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
20.0,18.0,3629.0,8155.0,3.0,1.0,3.0,7.0,7.0,8.0,2761.0,7423.0,80.0,79.0,417.0,1360.0,1360.0,2582.0,470.0,808.0,90.0,107.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,16.0,3513.0,7844.0,3.0,1.0,3.0,5.0,7.0,6.0,2761.0,7192.0,86.0,86.0,417.0,1360.0,1360.0,3942.0,470.0,1320.0,94.0,104.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,2.0,6.0,9.0,1926.0,4764.0,85.0,79.0,417.0,96.0,1164.0,4075.0,398.0,1257.0,89.0,98.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,12.0,1592.0,7224.0,1.0,2.0,1.0,4.0,4.0,6.0,908.0,6592.0,23.0,25.0,204.0,1408.0,547.0,2816.0,194.0,938.0,72.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,19.0,5842.0,5536.0,2.0,5.0,4.0,3.0,9.0,10.0,4930.0,4764.0,66.0,66.0,417.0,96.0,1360.0,2720.0,584.0,843.0,81.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
31.0,22.0,15993.0,5701.0,2.0,6.0,12.0,3.0,16.0,11.0,14709.0,4809.0,50.0,62.0,417.0,96.0,1360.0,2715.0,584.0,842.0,80.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13129.0,5616.0,2.0,5.0,10.0,2.0,14.0,9.0,12017.0,4764.0,52.0,59.0,417.0,96.0,1360.0,4075.0,584.0,1257.0,72.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13284.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12172.0,4764.0,55.0,58.0,417.0,96.0,1360.0,2715.0,584.0,842.0,77.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13644.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12532.0,4764.0,50.0,53.0,417.0,96.0,1360.0,2715.0,583.0,842.0,69.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,23.0,13589.0,5696.0,2.0,5.0,10.0,3.0,14.0,10.0,12477.0,4764.0,49.0,50.0,417.0,96.0,1360.0,2715.0,583.0,842.0,69.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,4.0,4.0,6.0,1008.0,6619.0,23.0,22.0,204.0,1408.0,647.0,2816.0,236.0,938.0,69.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,12.0,1964.0,6456.0,2.0,1.0,3.0,4.0,6.0,5.0,1332.0,5964.0,56.0,70.0,416.0,1360.0,540.0,3151.0,199.0,1076.0,71.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
113.0,166.0,15970.0,19085.0,66.0,68.0,16.0,8.0,85.0,84.0,11406.0,12433.0,15971.0,10840.0,214.0,1360.0,1360.0,3302.0,638.0,1145.0,15923.0,10792.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,81.0,74.0,417.0,96.0,1164.0,2715.0,398.0,842.0,83.0,90.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,17.0,4978.0,5456.0,2.0,5.0,4.0,3.0,8.0,10.0,4106.0,4764.0,70.0,76.0,417.0,96.0,1360.0,2715.0,524.0,842.0,79.0,91.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,15.0,1736.0,7434.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,22.0,20.0,207.0,1408.0,624.0,1408.0,226.0,582.0,73.0,63.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1728.0,7422.0,1.0,2.0,1.0,6.0,4.0,8.0,1044.0,6634.0,24.0,20.0,204.0,1408.0,683.0,1408.0,251.0,549.0,71.0,69.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1616.0,7357.0,1.0,2.0,1.0,6.0,4.0,8.0,908.0,6621.0,23.0,21.0,204.0,1408.0,547.0,1408.0,194.0,550.0,71.0,69.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13166.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12054.0,4764.0,49.0,58.0,417.0,96.0,1360.0,2715.0,584.0,842.0,68.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,23.0,15936.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,14744.0,4764.0,43.0,47.0,417.0,96.0,1360.0,2715.0,584.0,842.0,62.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,13.0,1708.0,7427.0,3.0,4.0,1.0,3.0,6.0,8.0,916.0,6895.0,2054.0,1123.0,214.0,1360.0,454.0,4662.0,148.0,1500.0,2010.0,1077.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,81.0,74.0,417.0,96.0,1164.0,2715.0,398.0,842.0,91.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,20.0,12560.0,5576.0,2.0,5.0,9.0,3.0,13.0,10.0,11476.0,4764.0,53.0,59.0,417.0,96.0,1360.0,2715.0,583.0,842.0,71.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,11.0,1692.0,7199.0,1.0,2.0,1.0,3.0,4.0,5.0,1008.0,6619.0,23.0,27.0,204.0,4224.0,647.0,4224.0,236.0,1533.0,68.0,66.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,12.0,1964.0,6456.0,2.0,1.0,3.0,4.0,6.0,5.0,1332.0,5964.0,60.0,76.0,416.0,1360.0,540.0,3151.0,199.0,1076.0,77.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
24.0,21.0,5934.0,5661.0,2.0,6.0,4.0,4.0,9.0,12.0,4930.0,4809.0,56.0,55.0,417.0,96.0,1360.0,1360.0,584.0,597.0,70.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2716.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1924.0,4764.0,82.0,76.0,417.0,96.0,1162.0,2715.0,398.0,842.0,84.0,99.0,amazon-amazon-echo-dot-with-clock-gen3
117.0,166.0,16114.0,19085.0,69.0,68.0,16.0,7.0,88.0,83.0,11402.0,12433.0,15384.0,10815.0,214.0,1360.0,1360.0,4662.0,404.0,1486.0,15337.0,10768.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,4.0,4.0,6.0,908.0,6592.0,26.0,25.0,204.0,1408.0,547.0,2816.0,194.0,938.0,74.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,18.0,13154.0,5496.0,2.0,5.0,10.0,2.0,14.0,9.0,12042.0,4764.0,50.0,67.0,417.0,96.0,1360.0,4075.0,584.0,1257.0,71.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13681.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12569.0,4764.0,49.0,58.0,417.0,96.0,1360.0,2720.0,583.0,843.0,68.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,23.0,14456.0,5696.0,2.0,5.0,11.0,4.0,15.0,11.0,13304.0,4764.0,44.0,47.0,417.0,96.0,1360.0,1360.0,583.0,588.0,61.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1752.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,23.0,21.0,204.0,1408.0,683.0,1408.0,251.0,580.0,71.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1672.0,7318.0,1.0,2.0,1.0,4.0,4.0,6.0,988.0,6634.0,22.0,21.0,207.0,1408.0,624.0,2816.0,226.0,938.0,64.0,63.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,64.0,58.0,417.0,96.0,1360.0,2715.0,544.0,842.0,72.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1608.0,7254.0,1.0,2.0,1.0,4.0,4.0,6.0,924.0,6570.0,22.0,22.0,204.0,1408.0,563.0,2816.0,201.0,938.0,68.0,66.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,77.0,66.0,417.0,96.0,1164.0,1360.0,398.0,588.0,75.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1692.0,7436.0,1.0,2.0,1.0,6.0,4.0,8.0,1008.0,6648.0,23.0,19.0,204.0,1408.0,647.0,1408.0,236.0,549.0,68.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,20.0,12549.0,5576.0,2.0,5.0,9.0,2.0,13.0,9.0,11477.0,4764.0,46.0,52.0,417.0,96.0,1360.0,4075.0,583.0,1257.0,62.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,22.0,16188.0,5656.0,2.0,5.0,12.0,4.0,16.0,11.0,14996.0,4764.0,50.0,58.0,417.0,96.0,1360.0,1360.0,585.0,588.0,76.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13232.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12120.0,4764.0,49.0,58.0,417.0,96.0,1360.0,1360.0,584.0,588.0,69.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13437.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12325.0,4764.0,52.0,62.0,417.0,96.0,1360.0,1360.0,583.0,588.0,73.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13111.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,11999.0,4764.0,55.0,66.0,417.0,96.0,1360.0,2715.0,584.0,842.0,76.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1728.0,7289.0,1.0,2.0,1.0,4.0,4.0,6.0,1044.0,6605.0,22.0,22.0,204.0,1408.0,683.0,2816.0,251.0,938.0,69.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1956.0,7856.0,1.0,1.0,3.0,5.0,5.0,6.0,1332.0,7324.0,83.0,89.0,416.0,1360.0,540.0,3151.0,190.0,984.0,84.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,81.0,75.0,417.0,96.0,1164.0,2720.0,398.0,843.0,86.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,18.0,5842.0,5496.0,2.0,5.0,4.0,3.0,9.0,10.0,4930.0,4764.0,66.0,71.0,417.0,96.0,1360.0,2715.0,584.0,842.0,78.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,16.0,4986.0,5416.0,2.0,5.0,4.0,2.0,8.0,9.0,4114.0,4764.0,72.0,82.0,417.0,96.0,1360.0,4075.0,524.0,1257.0,82.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
116.0,165.0,16152.0,17532.0,66.0,68.0,16.0,6.0,86.0,83.0,11420.0,10920.0,15622.0,10954.0,214.0,1360.0,1360.0,2720.0,558.0,1008.0,15578.0,10913.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1592.0,7357.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6621.0,24.0,22.0,204.0,1408.0,547.0,2816.0,194.0,894.0,72.0,70.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1672.0,7451.0,1.0,2.0,1.0,6.0,4.0,8.0,988.0,6663.0,21.0,17.0,207.0,1408.0,624.0,1408.0,226.0,549.0,64.0,63.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,69.0,60.0,417.0,96.0,1164.0,2715.0,398.0,842.0,72.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,19.0,12549.0,5536.0,2.0,5.0,9.0,3.0,13.0,10.0,11477.0,4764.0,56.0,67.0,417.0,96.0,1360.0,2720.0,583.0,843.0,79.0,91.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13166.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12054.0,4764.0,57.0,65.0,417.0,96.0,1360.0,1360.0,584.0,588.0,82.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13634.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12498.0,4764.0,50.0,57.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
31.0,23.0,16281.0,5741.0,2.0,6.0,12.0,2.0,16.0,10.0,14985.0,4809.0,48.0,57.0,417.0,96.0,1360.0,4075.0,585.0,1201.0,78.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,19.0,12952.0,5536.0,2.0,5.0,9.0,3.0,14.0,10.0,11840.0,4764.0,51.0,63.0,417.0,96.0,1360.0,2720.0,585.0,843.0,78.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13199.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12075.0,4764.0,51.0,54.0,417.0,96.0,1360.0,1360.0,584.0,588.0,72.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1620.0,7283.0,1.0,2.0,1.0,4.0,4.0,6.0,936.0,6599.0,23.0,23.0,204.0,2816.0,575.0,2816.0,206.0,938.0,69.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1780.0,7301.0,1.0,2.0,1.0,4.0,4.0,6.0,1044.0,6605.0,22.0,24.0,204.0,1408.0,683.0,2816.0,251.0,938.0,74.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,4.0,4.0,6.0,1008.0,6619.0,23.0,23.0,204.0,1408.0,647.0,2816.0,236.0,938.0,69.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,12.0,1964.0,6456.0,2.0,1.0,3.0,4.0,6.0,5.0,1332.0,5964.0,53.0,66.0,416.0,1360.0,540.0,3151.0,199.0,1076.0,68.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,63.0,57.0,417.0,96.0,1360.0,2715.0,544.0,842.0,66.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,67.0,61.0,417.0,96.0,1164.0,2715.0,398.0,842.0,68.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,18.0,2404.0,7729.0,7.0,5.0,2.0,4.0,11.0,10.0,1332.0,6997.0,1334.0,376.0,214.0,1360.0,359.0,3302.0,121.0,1004.0,1297.0,342.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,23.0,13722.0,5696.0,2.0,5.0,10.0,4.0,14.0,11.0,12610.0,4764.0,52.0,53.0,417.0,96.0,1360.0,1360.0,583.0,588.0,70.0,61.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,21.0,13670.0,5661.0,2.0,6.0,10.0,3.0,14.0,11.0,12454.0,4809.0,44.0,54.0,417.0,96.0,1360.0,2715.0,583.0,842.0,64.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,24.0,13256.0,5781.0,2.0,6.0,10.0,3.0,14.0,11.0,12052.0,4809.0,43.0,44.0,417.0,96.0,1360.0,2720.0,584.0,843.0,63.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,23.0,14719.0,5696.0,2.0,5.0,11.0,3.0,15.0,10.0,13567.0,4764.0,49.0,51.0,417.0,96.0,1360.0,2720.0,584.0,843.0,71.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,66.0,60.0,417.0,96.0,1360.0,2715.0,544.0,842.0,79.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,2808.0,5621.0,2.0,6.0,2.0,3.0,6.0,11.0,1924.0,4809.0,69.0,63.0,417.0,96.0,1162.0,2715.0,398.0,842.0,75.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,4.0,4.0,6.0,908.0,6592.0,24.0,24.0,204.0,1408.0,547.0,2816.0,194.0,938.0,76.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1696.0,7318.0,1.0,2.0,1.0,4.0,4.0,6.0,988.0,6634.0,24.0,24.0,207.0,1408.0,624.0,2816.0,226.0,938.0,67.0,62.0,amazon-amazon-echo-dot-with-clock-gen3
109.0,158.0,15183.0,17065.0,65.0,67.0,14.0,4.0,83.0,79.0,10779.0,10733.0,16524.0,11366.0,214.0,1360.0,1360.0,4662.0,560.0,1491.0,16482.0,11319.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13999.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12887.0,4764.0,45.0,53.0,417.0,96.0,1360.0,2720.0,584.0,843.0,63.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1728.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,27.0,24.0,204.0,1408.0,683.0,1408.0,251.0,580.0,75.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1692.0,7355.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,24.0,21.0,204.0,1408.0,647.0,1408.0,236.0,581.0,70.0,69.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,12.0,1964.0,6456.0,2.0,1.0,3.0,4.0,6.0,5.0,1332.0,5964.0,59.0,73.0,416.0,1360.0,540.0,3151.0,199.0,1076.0,63.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
25.0,20.0,10644.0,5576.0,2.0,5.0,8.0,2.0,12.0,9.0,9612.0,4764.0,60.0,66.0,417.0,96.0,1360.0,4075.0,590.0,1257.0,76.0,90.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,22.0,14360.0,5656.0,2.0,5.0,10.0,4.0,15.0,11.0,13184.0,4764.0,52.0,58.0,417.0,96.0,1360.0,1360.0,583.0,588.0,75.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2716.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1924.0,4764.0,78.0,72.0,417.0,96.0,1162.0,2720.0,398.0,843.0,82.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,19.0,4392.0,5536.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,65.0,63.0,417.0,96.0,1360.0,2715.0,544.0,842.0,72.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
25.0,19.0,2399.0,7769.0,6.0,5.0,2.0,5.0,10.0,11.0,1331.0,6997.0,1881.0,1132.0,214.0,1360.0,375.0,2720.0,128.0,837.0,1845.0,1107.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2728.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1924.0,4764.0,74.0,64.0,417.0,96.0,1162.0,1360.0,398.0,588.0,76.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,4.0,8.0,11.0,3520.0,4764.0,64.0,58.0,417.0,96.0,1360.0,1360.0,544.0,588.0,74.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
