packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
30.0,21.0,18394.0,5616.0,2.0,5.0,13.0,3.0,17.0,10.0,17162.0,4764.0,47.0,60.0,417.0,96.0,1460.0,2615.0,635.0,827.0,75.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
12.0,12.0,1378.0,6603.0,1.0,1.0,1.0,5.0,4.0,6.0,746.0,5971.0,61.0,57.0,222.0,1438.0,367.0,1438.0,124.0,523.0,161.0,154.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,12.0,1817.0,7540.0,1.0,1.0,1.0,6.0,4.0,7.0,1225.0,7048.0,75.0,71.0,202.0,1460.0,866.0,1460.0,328.0,476.0,85.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,16.0,2070.0,5942.0,2.0,1.0,2.0,4.0,5.0,8.0,1346.0,5290.0,85.0,77.0,409.0,1460.0,780.0,1538.0,290.0,644.0,96.0,115.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,13.0,3461.0,5754.0,3.0,2.0,3.0,4.0,7.0,7.0,2709.0,5222.0,56.0,59.0,421.0,1460.0,1460.0,1547.0,495.0,667.0,77.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,64.0,74.0,416.0,1460.0,540.0,1591.0,199.0,633.0,81.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
76.0,79.0,23431.0,18923.0,10.0,16.0,29.0,16.0,44.0,48.0,20359.0,15751.0,430.0,411.0,214.0,1460.0,1460.0,1460.0,492.0,736.0,385.0,382.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1651.0,7052.0,1.0,1.0,1.0,5.0,4.0,6.0,1059.0,6600.0,83.0,86.0,202.0,1460.0,700.0,2370.0,258.0,771.0,93.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1818.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1226.0,6815.0,76.0,81.0,202.0,1460.0,867.0,1460.0,329.0,498.0,87.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,63.0,71.0,416.0,1460.0,540.0,1591.0,199.0,633.0,79.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1891.0,5926.0,2.0,1.0,2.0,4.0,6.0,6.0,1259.0,5394.0,74.0,85.0,416.0,1460.0,570.0,1591.0,209.0,639.0,84.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
30.0,32.0,8827.0,8428.0,4.0,5.0,7.0,6.0,14.0,14.0,7583.0,7136.0,113.0,597.0,214.0,1460.0,1460.0,1460.0,547.0,685.0,97.0,567.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,28.0,17776.0,6671.0,1.0,5.0,12.0,3.0,15.0,15.0,16704.0,5539.0,1102.0,1725.0,417.0,96.0,1460.0,2615.0,653.0,834.0,1058.0,1662.0,amazon-amazon-echo-dot-with-clock-gen3
11.0,16.0,2526.0,7467.0,0.0,0.0,1.0,6.0,4.0,6.0,1946.0,6627.0,87.0,9087.0,191.0,1448.0,1448.0,1448.0,555.0,429.0,107.0,35848.0,amazon-amazon-echo-dot-with-clock-gen3
10.0,17.0,2473.0,16399.0,0.0,0.0,1.0,12.0,4.0,12.0,1945.0,15507.0,69.0,7514.0,191.0,2896.0,1448.0,2896.0,555.0,708.0,93.0,7227.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,16.0,3452.0,10863.0,2.0,1.0,4.0,6.0,7.0,8.0,2548.0,10211.0,115.0,154.0,416.0,2920.0,1460.0,2920.0,468.0,918.0,110.0,231.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1528.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,844.0,6592.0,41.0,40.0,204.0,1448.0,483.0,1448.0,168.0,591.0,84.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1608.0,7318.0,1.0,2.0,1.0,5.0,4.0,7.0,924.0,6634.0,41.0,39.0,207.0,1448.0,560.0,1448.0,199.0,593.0,79.0,70.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1664.0,7370.0,1.0,2.0,1.0,6.0,4.0,8.0,980.0,6634.0,44.0,39.0,204.0,1448.0,619.0,1448.0,224.0,560.0,96.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
12.0,13.0,1390.0,6655.0,1.0,1.0,1.0,5.0,4.0,6.0,746.0,5971.0,85.0,75.0,222.0,1438.0,367.0,1438.0,124.0,523.0,166.0,162.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,36.0,1970.0,35565.0,1.0,5.0,2.0,26.0,4.0,32.0,842.0,34113.0,24.0,14.0,239.0,96.0,446.0,1432.0,154.0,816.0,72.0,63.0,amazon-amazon-echo-dot-with-clock-gen3
16.0,16.0,2011.0,8711.0,2.0,1.0,3.0,7.0,6.0,8.0,1327.0,8059.0,56.0,50.0,419.0,1460.0,419.0,1460.0,180.0,523.0,91.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
16.0,12.0,1845.0,7591.0,1.0,2.0,1.0,6.0,4.0,8.0,1161.0,7099.0,91.0,104.0,202.0,1460.0,802.0,1460.0,301.0,546.0,140.0,111.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,17.0,2418.0,8751.0,2.0,1.0,4.0,7.0,7.0,8.0,1694.0,8059.0,66.0,58.0,419.0,1460.0,419.0,1460.0,175.0,523.0,132.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
16.0,13.0,1805.0,7183.0,1.0,2.0,1.0,6.0,5.0,8.0,1121.0,6651.0,97.0,102.0,202.0,1460.0,636.0,1460.0,212.0,575.0,159.0,129.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,16.0,1922.0,12411.0,1.0,1.0,1.0,10.0,4.0,11.0,1162.0,11759.0,88.0,80.0,202.0,1460.0,803.0,1460.0,302.0,475.0,127.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,17.0,2312.0,7291.0,2.0,1.0,4.0,6.0,7.0,7.0,1536.0,6599.0,70.0,76.0,419.0,1460.0,419.0,1460.0,158.0,528.0,75.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,14.0,2123.0,10048.0,1.0,2.0,1.0,8.0,4.0,10.0,1335.0,9476.0,98.0,109.0,202.0,1460.0,976.0,1460.0,375.0,517.0,141.0,131.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,13.0,3421.0,5754.0,2.0,2.0,3.0,4.0,6.0,7.0,2709.0,5222.0,79.0,82.0,421.0,1460.0,1460.0,1547.0,514.0,667.0,102.0,144.0,amazon-amazon-echo-dot-with-clock-gen3
693.0,860.0,33506.0,1265403.0,1.0,4.0,1.0,851.0,4.0,856.0,794.0,1230991.0,58.0,44.0,221.0,96.0,416.0,2864.0,142.0,1084.0,123.0,108.0,amazon-amazon-echo-dot-with-clock-gen3
4577.0,5118.0,192353.0,11974449.0,1.0,6.0,1.0,5107.0,4.0,5114.0,805.0,11769717.0,16.0,14.0,221.0,96.0,427.0,45824.0,146.0,1975.0,124.0,122.0,amazon-amazon-echo-dot-with-clock-gen3
16.0,14.0,2038.0,6621.0,2.0,1.0,3.0,5.0,6.0,7.0,1366.0,6049.0,62.0,69.0,428.0,1460.0,508.0,1572.0,195.0,615.0,79.0,99.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1656.0,7296.0,1.0,2.0,1.0,5.0,4.0,7.0,920.0,6612.0,30.0,31.0,204.0,1448.0,559.0,1448.0,199.0,592.0,89.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
369.0,290.0,18129.0,688039.0,1.0,5.0,1.0,280.0,4.0,286.0,821.0,676427.0,10.0,12.0,221.0,96.0,443.0,28640.0,152.0,1920.0,80.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,15.0,1942.0,6822.0,2.0,1.0,2.0,6.0,5.0,8.0,1218.0,6210.0,84.0,81.0,409.0,1460.0,652.0,1538.0,246.0,585.0,101.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
16.0,15.0,2685.0,7603.0,2.0,1.0,3.0,6.0,6.0,7.0,2013.0,6991.0,109.0,103.0,417.0,1460.0,792.0,1460.0,303.0,482.0,101.0,107.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,18.0,2117.0,5760.0,2.0,1.0,2.0,4.0,6.0,7.0,1405.0,5028.0,94.0,77.0,409.0,1460.0,649.0,1538.0,225.0,670.0,103.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1927.0,7560.0,1.0,1.0,1.0,6.0,4.0,7.0,1335.0,7108.0,79.0,81.0,202.0,1460.0,976.0,1460.0,375.0,473.0,91.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
22222.0,60485.0,1170236.0,97658732.0,1.0,17.0,0.0,60421.0,4.0,60448.0,584.0,94513504.0,2.0,1.0,214.0,1438.0,214.0,10066.0,75.0,582.0,21.0,25.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,16.0,5166.0,8547.0,2.0,4.0,3.0,6.0,8.0,11.0,4222.0,7707.0,28.0,27.0,206.0,1418.0,1418.0,1478.0,579.0,672.0,35.0,41.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1426.0,7265.0,1.0,1.0,1.0,5.0,4.0,7.0,834.0,6813.0,92.0,96.0,202.0,1460.0,475.0,2366.0,165.0,777.0,112.0,114.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,11.0,1386.0,7236.0,1.0,1.0,1.0,6.0,4.0,7.0,834.0,6784.0,102.0,99.0,202.0,1460.0,475.0,1460.0,165.0,501.0,119.0,116.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,74.0,83.0,416.0,1460.0,540.0,1591.0,199.0,633.0,89.0,111.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,76.0,87.0,416.0,1460.0,540.0,1591.0,199.0,633.0,91.0,118.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,77.0,87.0,416.0,1460.0,540.0,1591.0,199.0,633.0,92.0,119.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,14.0,1964.0,6236.0,2.0,1.0,3.0,4.0,6.0,7.0,1332.0,5664.0,81.0,85.0,416.0,1460.0,540.0,1460.0,199.0,631.0,93.0,116.0,amazon-amazon-echo-dot-with-clock-gen3
16.0,12.0,2018.0,5579.0,2.0,1.0,2.0,4.0,5.0,6.0,1346.0,5087.0,357.0,464.0,409.0,1460.0,780.0,1538.0,290.0,655.0,272.0,1163.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,51.0,45.0,204.0,1448.0,647.0,1448.0,236.0,592.0,93.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
12.0,12.0,1378.0,6603.0,1.0,1.0,1.0,5.0,4.0,6.0,746.0,5971.0,86.0,79.0,222.0,1438.0,367.0,1438.0,124.0,523.0,177.0,154.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,76.0,87.0,416.0,1460.0,540.0,1591.0,199.0,633.0,97.0,115.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,14.0,1964.0,6236.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,74.0,80.0,416.0,1460.0,540.0,1591.0,199.0,633.0,97.0,116.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1609.0,7069.0,1.0,1.0,1.0,5.0,4.0,6.0,1017.0,6657.0,99.0,116.0,202.0,1460.0,658.0,2370.0,240.0,762.0,113.0,124.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1728.0,7289.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,54.0,47.0,204.0,1448.0,683.0,1448.0,251.0,591.0,90.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1817.0,7500.0,1.0,1.0,1.0,6.0,4.0,7.0,1225.0,7048.0,98.0,103.0,202.0,1460.0,866.0,1460.0,328.0,476.0,112.0,121.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1651.0,7052.0,1.0,1.0,1.0,6.0,4.0,7.0,1059.0,6600.0,99.0,103.0,202.0,1460.0,700.0,1460.0,258.0,528.0,116.0,121.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1620.0,7283.0,1.0,2.0,1.0,5.0,4.0,7.0,936.0,6599.0,52.0,46.0,204.0,1448.0,575.0,1448.0,206.0,591.0,96.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1608.0,7306.0,1.0,2.0,1.0,5.0,4.0,7.0,924.0,6570.0,54.0,42.0,204.0,1448.0,563.0,1448.0,201.0,589.0,94.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1612.0,7310.0,1.0,2.0,1.0,5.0,4.0,7.0,928.0,6574.0,54.0,44.0,204.0,1448.0,567.0,1448.0,202.0,590.0,98.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,10.0,1778.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1226.0,6815.0,108.0,116.0,202.0,1460.0,867.0,2370.0,329.0,740.0,123.0,125.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1991.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1399.0,6815.0,93.0,97.0,202.0,1460.0,1040.0,1460.0,403.0,498.0,112.0,113.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,15.0,1525.0,5524.0,1.0,5.0,1.0,5.0,4.0,11.0,773.0,4912.0,71.0,69.0,221.0,96.0,395.0,1473.0,134.0,556.0,100.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
18.0,15.0,1538.0,5928.0,1.0,5.0,1.0,5.0,4.0,11.0,786.0,5316.0,71.0,69.0,221.0,96.0,408.0,1473.0,139.0,595.0,102.0,99.0,amazon-amazon-echo-dot-with-clock-gen3
23.0,24.0,1722.0,20138.0,1.0,5.0,1.0,15.0,4.0,21.0,770.0,19166.0,65.0,52.0,221.0,96.0,392.0,2864.0,133.0,712.0,98.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1991.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1399.0,6815.0,87.0,101.0,202.0,1460.0,1040.0,2370.0,403.0,740.0,99.0,106.0,amazon-amazon-echo-dot-with-clock-gen3
17.0,13.0,3421.0,5754.0,2.0,2.0,3.0,4.0,6.0,7.0,2709.0,5222.0,72.0,74.0,421.0,1460.0,1460.0,1547.0,514.0,667.0,97.0,127.0,amazon-amazon-echo-dot-with-clock-gen3
11.0,10.0,1040.0,4248.0,1.0,1.0,0.0,4.0,4.0,5.0,460.0,3720.0,67.0,65.0,206.0,1418.0,206.0,1418.0,64.0,567.0,94.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1991.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1399.0,6815.0,98.0,113.0,202.0,1460.0,1040.0,2370.0,403.0,740.0,114.0,122.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1991.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1399.0,6815.0,86.0,91.0,202.0,1460.0,1040.0,1460.0,403.0,498.0,94.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1991.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1399.0,6815.0,96.0,101.0,202.0,1460.0,1040.0,1460.0,403.0,498.0,116.0,120.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1991.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1399.0,6815.0,97.0,102.0,202.0,1460.0,1040.0,1460.0,403.0,498.0,113.0,120.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,12.0,1991.0,7307.0,1.0,1.0,1.0,5.0,4.0,6.0,1399.0,6815.0,83.0,80.0,202.0,1460.0,1040.0,2370.0,403.0,740.0,90.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,87.0,89.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,101.0,102.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1992.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,80.0,90.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,89.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,78.0,78.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,88.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1609.0,7069.0,1.0,1.0,1.0,5.0,4.0,6.0,1017.0,6657.0,80.0,95.0,202.0,2920.0,658.0,2920.0,240.0,921.0,89.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,11.0,1569.0,7109.0,1.0,1.0,1.0,6.0,4.0,7.0,1017.0,6657.0,90.0,90.0,202.0,1460.0,658.0,1460.0,240.0,519.0,106.0,107.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1609.0,7109.0,1.0,1.0,1.0,6.0,4.0,7.0,1017.0,6657.0,76.0,81.0,202.0,1460.0,658.0,1460.0,240.0,519.0,84.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,78.0,81.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,87.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,81.0,86.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,91.0,102.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1992.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,74.0,86.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,83.0,91.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,78.0,82.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,88.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,78.0,83.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,92.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1992.0,7347.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,84.0,75.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,91.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,75.0,78.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,85.0,91.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1992.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,84.0,99.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,99.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,73.0,77.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,86.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,11.0,1952.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,81.0,79.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,94.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1992.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,80.0,94.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,91.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,78.0,83.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,88.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,82.0,86.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,92.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,84.0,88.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,93.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1992.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,78.0,93.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,88.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,76.0,79.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,87.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,12.0,1952.0,7307.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,86.0,73.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,105.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,10.0,1992.0,7227.0,1.0,1.0,1.0,5.0,4.0,6.0,1400.0,6815.0,78.0,91.0,202.0,1460.0,1041.0,2370.0,403.0,740.0,88.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,12.0,1992.0,7307.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,80.0,78.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,94.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,8.0,1992.0,7147.0,1.0,1.0,1.0,3.0,4.0,4.0,1400.0,6815.0,75.0,114.0,202.0,5290.0,1041.0,5290.0,403.0,2092.0,85.0,90.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,11.0,1992.0,7267.0,1.0,1.0,1.0,6.0,4.0,7.0,1400.0,6815.0,77.0,82.0,202.0,1460.0,1041.0,1460.0,403.0,498.0,87.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
